"world_rank","university_name","country","teaching","international","research","citations","income","total_score","num_students","student_staff_ratio","international_students","female_male_ratio","year","national_rank"
"276-300","Bayreuth University","Germany",25.6,50.4,14.9,72.1,35.4,NA,12520,35.5,"8%","46 : 54",2013,20
"276-300","Bielefeld University","Germany",27.4,47.5,20.3,63.5,35.1,NA,21428,67.8,"8%","57 : 43",2013,21
"276-300","Boğaziçi University","Turkey",35.4,36.7,33.9,48.1,38.4,NA,11506,25,"7%","50 : 50",2013,4
"276-300","Colorado State University","United States of America",30.8,29.8,32,55.8,NA,NA,26769,19,"5%","52 : 48",2013,88
"276-300","Drexel University","United States of America",34.7,36.6,14.9,65.1,34.7,NA,20713,10.8,"18%","48 : 52",2013,89
"276-300","Istanbul Technical University","Turkey",34.9,20.8,25.5,52.9,98,NA,34550,16,"5%","34 : 66",2013,5
"276-300","Montpellier University","France",22.2,54.2,25.8,64.4,32.8,NA,36731,18.4,"14%","51 : 49",2013,10
"276-300","Oregon State University","United States of America",27.1,34.2,24.2,64.1,31,NA,22578,16.8,"9%","47 : 53",2013,90
"276-300","Queen’s University Belfast","United Kingdom",28,87.1,23.8,52.2,48.1,NA,17940,17.9,"30%","54 : 46",2013,38
"276-300","Ruhr University Bochum","Germany",36.7,48.3,32.9,42.4,54.3,NA,38675,46.3,"13%","48 : 52",2013,22
"276-300","Shanghai Jiao Tong University","China",43.4,20.7,37.9,31.3,76.1,NA,38191,12.8,"6%","37 : 63",2013,6
"276-300","Swedish University of Agricultural Sciences","Sweden",28.4,46.8,25.3,54.6,99.8,NA,3879,4.6,NA,"67 : 33",2013,9
"276-300","Tokyo Medical and Dental University (TMDU)","Japan",47.5,21.9,21.6,47.1,45.4,NA,2872,3.3,"7%","51 : 49",2013,8
"276-300","TU Dresden","Germany",29.7,48.9,15.6,63.9,36.1,NA,35487,37.4,"12%","42 : 58",2013,23
"276-300","University of Bath","United Kingdom",28,75.9,28.8,50.2,42.8,NA,12830,18.8,"30%","46 : 54",2013,39
"276-300","University of Bologna","Italy",34.4,37.6,27.4,53.9,35.1,NA,85532,22.9,"7%","56 : 44",2013,4
"276-300","University of Kansas","United States of America",36.1,28.1,20.5,57.2,34.5,NA,NA,NA,NA,NA,2013,91
"276-300","University of Montana","United States of America",28.9,24.9,14.9,72.1,34.1,NA,12470,15.2,"3%","54 : 46",2013,92
"276-300","University of Newcastle","Australia",21.1,70.5,29,49.8,72.9,NA,23508,21.9,"18%","56 : 44",2013,11
"276-300","University of South Carolina","United States of America",37.5,31.3,28,53.2,30.8,NA,29336,16.3,"1%","55 : 45",2013,93
"276-300","University of Southern Denmark","Denmark",18.6,67.3,19.6,67.3,75.5,NA,22210,12.7,"16%","52 : 48",2013,4
"276-300","University of Trento","Italy",28.7,51.2,21.9,62.1,45.3,NA,16841,43.2,"8%","51 : 49",2013,5
"276-300","University of Turin","Italy",22.6,36.3,23.4,66.2,40.4,NA,67552,66,"6%","62 : 38",2013,6
"276-300","Virginia Polytechnic Institute and State University","United States of America",38.5,27.8,44.4,37.2,27.9,NA,30850,18.6,"10%","42 : 58",2013,94
"301-350","Autonomous University of Madrid","Spain",32,45.7,24,51.9,34.7,NA,28296,13,"15%","56 : 44",2013,4
"301-350","Brunel University London","United Kingdom",19.3,89.4,20.1,58.2,33.4,NA,12613,17.6,"38%","46 : 54",2013,40
"301-350","Charles University in Prague","Czech Republic",34.7,50.3,26.2,42,28.1,NA,51438,13,"15%","62 : 38",2013,1
"301-350","Claude Bernard University Lyon 1","France",23.6,50,17.1,62.6,NA,NA,35308,16.1,"11%","50 : 50",2013,11
"301-350","Creighton University","United States of America",42.4,26,9.3,61,NA,NA,7086,8.3,"2%","57 : 43",2013,95
"301-350","Hokkaido University","Japan",45.1,24.9,34.2,32.3,41.3,NA,18162,8.2,"9%","29 : 71",2013,9
"301-350","Hong Kong Baptist University","Hong Kong",22.9,62,15.1,57.6,29.6,NA,10441,11,"25%","61 : 39",2013,6
"301-350","Johannes Kepler University of Linz","Austria",22,59,13.8,59.3,NA,NA,19646,29.1,"10%","48 : 52",2013,4
"301-350","King Abdulaziz University","Saudi Arabia",19.7,71,10.3,63.4,40.2,NA,35889,8.4,"21%","57 : 43",2013,1
"301-350","Kyushu University","Japan",44,21.7,28.8,30.7,73.1,NA,18925,6.7,"8%","28 : 72",2013,10
"301-350","Linköping University","Sweden",21.1,47.7,27,53.3,38,NA,17866,7.7,"10%","52 : 48",2013,10
"301-350","Medical University of Vienna","Austria",23.7,66.2,13.4,66,33.2,NA,7426,2.9,"28%","50 : 50",2013,5
"301-350","Murdoch University","Australia",19.4,83.3,18.9,49.6,44.2,NA,16606,32.8,"43%","59 : 41",2013,12
"301-350","National Cheng Kung University","Taiwan",33.1,22.9,40.3,30.4,99.9,NA,21234,14.4,"11%","36 : 64",2013,4
"301-350","National Sun Yat-Sen University","Taiwan",27.9,23.9,32.5,48.5,43.9,NA,9336,19.6,"4%","37 : 63",2013,5
"301-350","National University of Ireland, Galway","Republic of Ireland",22.6,69.3,19.8,51.9,41.1,NA,14067,26.8,"14%","56 : 44",2013,3
"301-350","North Carolina State University","United States of America",34.8,29.2,28.8,47.6,35.7,NA,30533,13.6,"11%","44 : 56",2013,96
"301-350","Polytechnic University of Milan","Italy",27.2,38.1,23.8,47.7,68.1,NA,30025,22.2,"12%","34 : 66",2013,7
"301-350","Renmin University of China","China",36.1,45.8,12,59.6,44,NA,24954,12.7,"6%",NA,2013,7
"301-350","Sapienza University of Rome","Italy",35.3,33.2,30.6,39.1,36,NA,120986,32.3,"7%","59 : 41",2013,8
"301-350","Sharif University of Technology","Iran",32.9,16.7,42.8,34.2,93,NA,10977,18.7,"0%","27 : 73",2013,1
"301-350","State University of New York Albany","United States of America",30.2,27.8,30,52.9,NA,NA,15387,18.5,"8%","51 : 49",2013,97
"301-350","Sun Yat-sen University","China",33.1,24.2,17.8,52.2,43.5,NA,51351,16.6,"8%","51 : 49",2013,8
"301-350","UiT The Arctic University of Norway","Norway",21.7,61.8,19.4,56.4,29.1,NA,10398,12.2,"10%","60 : 40",2013,4
"301-350","University College Cork","Republic of Ireland",25.3,71.5,19.5,47.4,38.8,NA,15805,22.3,"15%","55 : 45",2013,4
"301-350","University of Canterbury","New Zealand",19.9,88,24,48.4,49.8,NA,12187,16.5,"20%","51 : 49",2013,4
"301-350","University of Crete","Greece",17.1,44.4,16.3,68.6,34.1,NA,14650,26.9,"5%","63 : 37",2013,1
"301-350","University of Eastern Finland","Finland",22.4,39.5,19.1,58.1,36.7,NA,10798,17.3,"6%","64 : 36",2013,3
"301-350","University of Fribourg","Switzerland",20.8,59.5,11,69.4,NA,NA,10416,46.9,"19%","58 : 42",2013,8
"301-350","University of Graz","Austria",26.9,59.7,17.6,57.4,29.5,NA,20584,26.8,"12%","65 : 35",2013,6
"301-350","University of Guelph","Canada",24.4,39,31.3,48.2,48.1,NA,21643,28.3,"4%","60 : 40",2013,17
"301-350","University of Kentucky","United States of America",39.1,21.7,27.8,45.5,NA,NA,NA,NA,NA,NA,2013,98
"301-350","University of Manitoba","Canada",31.6,38.6,32.4,44.4,43.5,NA,28576,27.8,"11%","55 : 45",2013,18
"301-350","University of Maryland, Baltimore County","United States of America",19.4,32.6,16.4,65.2,32.6,NA,13908,18.1,"7%","46 : 54",2013,99
"301-350","University of Padua","Italy",21,37,21.4,64.5,31.7,NA,62577,18.3,"4%","56 : 44",2013,9
"301-350","University of Pavia","Italy",25.6,34.4,18.3,56.3,60.6,NA,22958,40.6,"6%","56 : 44",2013,10
"301-350","University of Pisa","Italy",22.6,29.6,23.2,63.8,39.4,NA,47247,18,"4%","52 : 48",2013,11
"301-350","University of Portsmouth","United Kingdom",12.8,70.2,10.5,72.3,29.2,NA,20161,19.1,"23%","45 : 55",2013,41
"301-350","University of South Australia","Australia",28.4,81,25,34.1,83.7,NA,18971,26.2,"32%","59 : 41",2013,13
"301-350","University of Tampere","Finland",25.6,35,23.9,51.2,49.3,NA,10045,9.5,"4%","66 : 34",2013,4
"301-350","University of Tsukuba","Japan",39.9,30.7,26.2,45.3,33,NA,15930,12.6,"16%","38 : 62",2013,11
"301-350","University of Vermont","United States of America",28.5,19.9,20.6,58.6,NA,NA,NA,NA,NA,NA,2013,100
"301-350","University of Waikato","New Zealand",17.7,85.6,19.9,61.9,28.2,NA,10159,17,"25%","57 : 43",2013,5
"301-350","University of Wollongong","Australia",22.5,83.7,27.3,47.4,54,NA,16489,25.4,"24%","50 : 50",2013,14
"301-350","Vrije Universiteit Brussel","Belgium",26.7,48.4,26.8,53.8,37.5,NA,9020,17.1,"16%","55 : 45",2013,6
"301-350","Washington State University","United States of America",29.9,33.9,30.6,47.1,55.8,NA,24550,18.3,"7%","50 : 50",2013,101
"301-350","Wayne State University","United States of America",34.3,28.1,16.2,58.4,NA,NA,23065,10.7,"7%","57 : 43",2013,102
"301-350","York University","Canada",20.9,50.7,30.1,50.5,41.9,NA,48007,39.4,"9%","59 : 41",2013,19
"301-350","Zhejiang University","China",40.3,20.1,34.5,32.6,89,NA,47508,15.9,"5%","41 : 59",2013,9
"351-400","Aalborg University","Denmark",21.7,67.2,24.9,41,39,NA,17422,15.9,"15%","48 : 52",2013,5
"351-400","Binghamton University, State University of New York","United States of America",23.3,30.7,21.9,51.1,33.4,NA,15799,23.3,"14%","48 : 52",2013,103
"351-400","Charles Darwin University","Australia",17.2,44.3,15.3,53.3,32.5,NA,5570,25.4,"15%","67 : 33",2013,15
"351-400","Deakin University","Australia",20,68.4,22,47.1,30.1,NA,32713,30.4,"17%","60 : 40",2013,16
"351-400","Flinders University","Australia",22.4,59.8,24.2,38.4,39.1,NA,15655,22.6,"15%","63 : 37",2013,17
"351-400","George Mason University","United States of America",27.2,34.9,19.7,53,28.2,NA,26622,17,"7%","54 : 46",2013,104
"351-400","Heriot-Watt University","United Kingdom",20.7,84.2,21.4,42.1,48.4,NA,8773,17.8,"43%","41 : 59",2013,42
"351-400","Indian Institute of Technology Roorkee","India",30.4,15.6,13.7,45.8,70.4,NA,8061,18.7,"1%","17 : 83",2013,3
"351-400","Jagiellonian University","Poland",22.7,41.7,13.8,48.2,29.5,NA,42835,11.5,"5%","67 : 33",2013,1
"351-400","Keele University","United Kingdom",16.3,64.2,18.8,55.1,31.7,NA,8397,15.7,"20%","55 : 45",2013,43
"351-400","Keio University","Japan",32.5,22.2,28,39.7,43.1,NA,33751,11.9,"5%","32 : 68",2013,12
"351-400","King Mongkut’s University of Technology Thonburi","Thailand",11.3,23.8,10.2,68.4,60.2,NA,17791,23.7,"1%","42 : 58",2013,1
"351-400","Lehigh University","United States of America",26,30.4,19.7,50.6,40.1,NA,6300,11.3,"15%","44 : 56",2013,105
"351-400","Leibniz University of Hanover","Germany",36.6,48.2,19.1,35.1,40.3,NA,22401,62.7,"12%","41 : 59",2013,24
"351-400","Loughborough University","United Kingdom",33.4,63.9,32.7,24.7,40.7,NA,13951,15.9,"22%","38 : 62",2013,44
"351-400","Massey University","New Zealand",19.2,73.3,19.2,37.6,66,NA,19101,16.8,"15%","62 : 38",2013,6
"351-400","National Autonomous University of Mexico","Mexico",31,33.2,31.6,24.6,36,NA,137378,11.6,"5%","51 : 49",2013,1
"351-400","National Central University","Taiwan",25.2,27.9,26.5,38.3,84.8,NA,10915,9.8,"6%","31 : 69",2013,6
"351-400","National Taiwan University of Science and Technology (Taiwan Tech)","Taiwan",26.8,18.8,42.5,33.1,46.8,NA,7446,17.4,"11%","34 : 66",2013,7
"351-400","National University of Ireland, Maynooth","Republic of Ireland",25.7,69.2,23.9,28.1,30.8,NA,7653,28,"11%","55 : 45",2013,5
"351-400","Paris Dauphine University","France",22,57.6,12.7,50.6,29.4,NA,9565,15.4,"28%","53 : 47",2013,12
"351-400","Polytechnic University of Valencia","Spain",21,26.1,12.1,59.4,39.3,NA,33172,13.6,"7%","36 : 64",2013,5
"351-400","Southern Methodist University","United States of America",18.6,35.2,9,67.3,NA,NA,NA,NA,NA,NA,2013,106
"351-400","Temple University","United States of America",37.2,20.1,18.8,43.3,NA,NA,33268,13.3,"5%","51 : 49",2013,107
"351-400","University of Aveiro","Portugal",21,48.7,21.1,49,39.9,NA,10791,17.8,"10%","51 : 49",2013,1
"351-400","University of Duisburg-Essen","Germany",24.4,50.2,14.7,54.7,41.1,NA,36051,46.6,"11%","49 : 51",2013,25
"351-400","University of Ferrara","Italy",19.2,41.4,13,58.5,37.7,NA,18882,30.2,"7%","56 : 44",2013,12
"351-400","University of Hertfordshire","United Kingdom",13.4,77.2,9.1,63.1,28.9,NA,19665,19.4,"27%","54 : 46",2013,45
"351-400","University of Houston","United States of America",37.5,32.6,25,35,35.7,NA,40325,43.7,"9%","50 : 50",2013,108
"351-400","University of Jyväskylä","Finland",24.3,49.7,15.8,44.6,71.2,NA,9703,15.2,"5%","62 : 38",2013,5
"351-400","University of KwaZulu-Natal","South Africa",21.9,56.2,20.2,40,28.5,NA,30572,24.9,"6%","58 : 42",2013,4
"351-400","University of Liège","Belgium",21.9,67.8,16.9,48.4,55.9,NA,20951,25.9,"23%","54 : 46",2013,7
"351-400","University of Minho","Portugal",17.6,44.1,19.7,51.2,32.2,NA,19090,18.8,"9%","52 : 48",2013,2
"351-400","University of Modena and Reggio Emilia","Italy",17.3,30,16.6,58.5,32.3,NA,19693,25.3,"6%","54 : 46",2013,13
"351-400","University of Oklahoma","United States of America",36.8,24.2,17.8,42.9,33.9,NA,NA,NA,NA,NA,2013,109
"351-400","University of Porto","Portugal",26.2,43.2,21.1,50.2,36.2,NA,32720,18.8,"9%","54 : 46",2013,3
"351-400","University of Salento","Italy",29.1,28.4,21.3,40.6,51.3,NA,19959,58.4,"1%","64 : 36",2013,14
"351-400","University of Stirling","United Kingdom",18.2,63.7,23.7,50.3,29.8,NA,7828,15.9,"22%","61 : 39",2013,46
"351-400","University of Strathclyde","United Kingdom",26.3,63,21.6,33,35.8,NA,15705,20.2,"20%","50 : 50",2013,47
"351-400","University of Surrey","United Kingdom",31.1,80.4,25,21.6,45.4,NA,12063,16.6,"38%","55 : 45",2013,48
"351-400","University of Tartu","Estonia",18.6,42.4,27.4,52.4,30.1,NA,10269,13,"3%","66 : 34",2013,1
"351-400","University of Tasmania","Australia",19.5,68.4,17.5,47.2,44.8,NA,18340,23.8,"21%","57 : 43",2013,18
"351-400","University of Technology Sydney","Australia",20.7,74.7,21.5,34.7,33.9,NA,24519,44.1,"31%","53 : 47",2013,19
"351-400","University of Texas at San Antonio","United States of America",17.3,28.6,17.6,66.2,32.2,NA,27520,26.9,"6%","48 : 52",2013,110
"351-400","University of the Andes, Colombia","Colombia",15.5,53,11.4,68.2,28.4,NA,15773,16.9,"2%","44 : 56",2013,1
"351-400","University of Valencia","Spain",17.2,40.8,14.5,62.8,32.5,NA,58413,15.4,"9%","60 : 40",2013,6
"351-400","University of Vigo","Spain",19.4,26.9,9.5,63.7,36.6,NA,22793,19,"3%","51 : 49",2013,7
"351-400","University of Warsaw","Poland",23.2,39.8,18.4,54,27.9,NA,49292,14.1,"7%","67 : 33",2013,2
"351-400","University of Wyoming","United States of America",18.6,28.1,24.2,47.5,30.9,NA,NA,NA,NA,NA,2013,111
"351-400","Waseda University","Japan",28.9,32.8,21.3,37.8,30.8,NA,52316,16.9,"8%","35 : 65",2013,13
"1","California Institute of Technology","United States of America",94.4,65.8,98.2,99.8,91.2,94.9,2243,6.9,"27%","33 : 67",2014,1
"2","Harvard University","United States of America",95.3,66.2,98.5,99.1,40.6,93.9,20152,8.9,"25%",NA,2014,2
"2","University of Oxford","United Kingdom",89,90.2,98.5,95.4,90.3,93.9,19919,11.6,"34%","46 : 54",2014,1
"4","Stanford University","United States of America",94.7,68,96.8,99.1,61.3,93.8,15596,7.8,"22%","42 : 58",2014,3
"5","Massachusetts Institute of Technology","United States of America",92.9,82,89,100,94.3,93,11074,9,"33%","37 : 63",2014,4
"6","Princeton University","United States of America",89.9,59.6,97.6,99.7,80.5,92.7,7929,8.4,"27%","45 : 55",2014,5
"7","University of Cambridge","United Kingdom",90.6,86.7,95.3,95.7,52.8,92.3,18812,11.8,"34%","46 : 54",2014,2
"8","University of California, Berkeley","United States of America",83.2,57.3,97.5,99.3,59.5,89.8,36186,16.4,"15%","50 : 50",2014,6
"9","University of Chicago","United States of America",85.6,58.6,88.2,98,NA,87.8,14221,6.9,"21%","42 : 58",2014,7
"10","Imperial College London","United Kingdom",84.5,91.8,88.1,90,72.3,87.5,15060,11.7,"51%","37 : 63",2014,3
"11","Yale University","United States of America",89.5,57.6,90.5,93.5,38.7,87.4,11751,4.4,"20%","50 : 50",2014,8
"12","University of California, Los Angeles","United States of America",84.8,46.4,91,95.6,NA,86.3,38206,10.3,"15%","52 : 48",2014,9
"13","Columbia University","United States of America",86.6,68,79.1,95.6,NA,85.2,25055,5.9,"28%",NA,2014,10
"14","ETH Zurich – Swiss Federal Institute of Technology Zurich","Switzerland",77.6,96.7,88.2,85,78.8,84.5,18178,14.7,"37%","31 : 69",2014,1
"15","Johns Hopkins University","United States of America",75.7,59.3,85.1,95,100,83.7,15128,3.6,"23%","50 : 50",2014,11
"16","University of Pennsylvania","United States of America",79.8,40.6,81.2,95,45.2,81,20376,6.5,"20%","51 : 49",2014,12
"17","Duke University","United States of America",73.9,50,73,96.7,100,79.3,15172,4.8,"17%","49 : 51",2014,13
"18","University of Michigan","United States of America",70,49.5,86.2,90.8,53.5,79.2,41786,9,"16%","48 : 52",2014,14
"19","Cornell University","United States of America",72.1,55.6,83.8,90.8,35.8,79.1,21424,10.2,"19%","48 : 52",2014,15
"20","University of Toronto","Canada",73.6,70,81.5,84.5,45.8,78.3,66198,19.5,"15%",NA,2014,1
"21","University College London","United Kingdom",70.5,90.2,77.5,84.1,46.8,77.6,26607,10.7,"46%","56 : 44",2014,4
"22","Northwestern University","United States of America",70.2,34.4,76,97.1,61.9,77.1,18334,13.8,"15%","48 : 52",2014,16
"23","University of Tokyo","Japan",84.7,29.6,88,69.8,56.7,76.4,26199,5.7,"10%",NA,2014,1
"24","Carnegie Mellon University","United States of America",63.1,58.1,77.4,93.9,52.5,76,11885,13.1,"35%","39 : 61",2014,17
"25","University of Washington","United States of America",65.6,43.2,69.2,95.6,43.1,73.4,44020,11.8,"13%","53 : 47",2014,18
"26","National University of Singapore","Singapore",68,94.3,77.8,66.4,64.3,72.4,31592,15.5,"34%","49 : 51",2014,1
"27","University of Texas at Austin","United States of America",64.7,42.4,69,91.3,59.6,72.2,49427,17.4,"9%","51 : 49",2014,19
"28","Georgia Institute of Technology","United States of America",59.4,67.8,68.6,87.9,71.3,71.6,19967,20.1,"26%","31 : 69",2014,20
"29","University of Illinois at Urbana-Champaign","United States of America",66,41.1,78.9,79.4,NA,71.4,42727,18.7,"20%","47 : 53",2014,21
"30","University of Wisconsin-Madison","United States of America",69.8,32.3,67.7,87.2,51.2,71.1,39655,10.8,"11%","51 : 49",2014,22
"31","University of British Columbia","Canada",59.9,84.2,67.9,83.7,43.1,70.8,50152,17.6,"25%","54 : 46",2014,2
"32","London School of Economics and Political Science","United Kingdom",65.2,81.7,74.2,69.2,43.6,69.8,NA,NA,NA,NA,2014,5
"33","University of California, Santa Barbara","United States of America",47.8,61.8,58.2,99.4,86.7,68.4,22020,27.3,"11%","52 : 48",2014,23
"34","University of Melbourne","Australia",57.1,81.3,64.2,80.2,65.1,68.2,40128,23.7,"35%","55 : 45",2014,1
"35","McGill University","Canada",61.5,77.8,68.1,74.5,40.8,68.1,31326,13.7,"23%","56 : 44",2014,3
"36","Karolinska Institute","Sweden",58.1,73.2,67.7,76,68.7,67.8,7774,11.5,"22%","70 : 30",2014,1
"37","École Polytechnique Fédérale de Lausanne","Switzerland",52.9,98.2,48.3,95.9,49.2,67.7,9666,10.5,"54%","27 : 73",2014,2
"38","King’s College London","United Kingdom",56.2,86,56.8,87.6,38.3,67.6,21394,11.4,"37%","61 : 39",2014,6
"39","University of Edinburgh","United Kingdom",56.6,81.5,56.9,87.6,42.5,67.5,25774,14.1,"36%","58 : 42",2014,7
"40","New York University","United States of America",65.4,41.8,58.4,87.9,29.9,67.4,42056,6.8,"19%","55 : 45",2014,24
"40","University of California, San Diego","United States of America",52,35.6,63,96.7,48.4,67.4,27233,6.5,"11%","48 : 52",2014,25
"42","Washington University in St Louis","United States of America",59.5,44.6,52.9,96.4,NA,67.2,12528,5.7,"17%",NA,2014,26
"43","University of Hong Kong","Hong Kong",61.6,80.3,69.9,61.5,56.9,65.3,19835,17.6,"38%","53 : 47",2014,1
"44","Seoul National University","South Korea",76.4,29.4,79.2,47.3,86,65.2,26389,13.9,"10%",NA,2014,1
"45","Peking University","China",72.3,60.6,58.1,62.8,99.9,65,40148,8.3,"14%",NA,2014,1
"46","University of Minnesota, Twin Cities","United States of America",61.4,31.7,62.7,81.2,NA,64.9,46825,18,"13%","52 : 48",2014,27
"47","University of North Carolina at Chapel Hill","United States of America",57.6,35,55.3,90.2,39.1,64.5,26518,7.3,"8%","58 : 42",2014,28
"48","Australian National University","Australia",51.8,91.4,65.1,71.2,44.8,64.4,14604,19.2,"35%","52 : 48",2014,2
"49","Pennsylvania State University","United States of America",55.3,33.7,65.9,79.4,60,64.2,44501,12.4,"12%","46 : 54",2014,29
"50","Boston University","United States of America",56.5,44.2,46.1,95.3,31.1,63.5,24789,8.6,"17%","58 : 42",2014,30
"50","Tsinghua University","China",66.8,42.6,65.9,59.9,99.9,63.5,39763,13.7,"10%","32 : 68",2014,2
"52","Brown University","United States of America",55.4,37.7,52,91.3,33.5,63.2,8653,10.1,"19%",NA,2014,31
"52","Kyoto University","Japan",69.5,27.5,69.5,58.2,78.7,63.2,22809,5.6,"7%",NA,2014,2
"52","University of California, Davis","United States of America",55.5,53.7,56.4,81.2,51.3,63.2,35364,13.9,"13%","54 : 46",2014,32
"55","LMU Munich","Germany",55.4,56.3,54.1,83.3,41.4,63.1,35691,15.5,"13%","62 : 38",2014,1
"56","Korea Advanced Institute of Science and Technology (KAIST)","South Korea",65.6,34.3,60,67,100,62.9,9027,10,"9%","20 : 80",2014,2
"57","Hong Kong University of Science and Technology","Hong Kong",52.4,77,59.7,72.3,58.5,62.5,11385,23.8,"36%",NA,2014,2
"58","University of Manchester","United Kingdom",54.5,80.9,52.2,77.3,40.8,62.3,34938,15.3,"34%","52 : 48",2014,8
"59","Ohio State University","United States of America",58.3,48.1,52.9,79.4,47.7,62,51462,13.4,"12%","49 : 51",2014,33
"60","Pohang University of Science and Technology","South Korea",54.2,33.8,49,85.7,100,61.7,3055,10.1,"4%","20 : 80",2014,3
"61","KU Leuven","Belgium",48.6,58.6,59.9,72.9,99.9,61.3,42503,41.9,"18%","54 : 46",2014,1
"62","Purdue University","United States of America",53.7,60.6,62.5,67,NA,60.7,39256,18.1,"22%","42 : 58",2014,34
"63","The University of Queensland","Australia",43.4,79.7,58,73.3,61,59.9,34718,32.7,"27%","53 : 47",2014,3
"63","University of Göttingen","Germany",45.1,51.5,48.8,89.6,41.2,59.9,25581,25.6,"12%","51 : 49",2014,2
"65","Rice University","United States of America",44.1,67.7,35.5,99.9,35.2,59.8,6333,9,"26%","44 : 56",2014,35
"65","École Normale Supérieure","France",54.6,67.1,37.1,87,44.7,59.8,2400,7.9,"20%","46 : 54",2014,1
"67","Leiden University","Netherlands",41.9,58.5,53.2,84.2,49.8,59.4,21222,17.1,"10%","59 : 41",2014,1
"68","Heidelberg University","Germany",57.8,61.3,44.8,76,42.1,59.2,28881,24.5,"17%","55 : 45",2014,3
"69","Delft University of Technology","Netherlands",55.8,74.2,67.3,47.2,100,59.1,15920,19.4,"25%","26 : 74",2014,2
"70","University of Southern California","United States of America",58.7,43.4,43.2,81.2,34.6,59,36534,12.9,"20%","52 : 48",2014,36
"70","École Polytechnique","France",46.3,86.1,40.5,82.3,74,59,2429,4.8,"30%","18 : 82",2014,2
"72","University of Sydney","Australia",47.4,84.8,55.4,66.6,66.3,58.8,41868,20.2,"28%","57 : 43",2014,4
"73","Erasmus University Rotterdam","Netherlands",37.8,66.6,53.3,81.2,56,58.1,20580,18.9,"18%","48 : 52",2014,3
"74","University of Basel","Switzerland",39.1,91.1,41,81.4,98.5,57.7,12551,17.3,"24%","54 : 46",2014,3
"74","Utrecht University","Netherlands",36.3,49.2,54.7,82,85.6,57.7,30779,15.4,"7%","59 : 41",2014,4
"76","Nanyang Technological University","Singapore",37.7,91,54.3,67.5,100,57.2,25028,16.2,"33%","48 : 52",2014,2
"77","Wageningen University and Research Center","Netherlands",43.1,78.3,44.3,74.1,100,56.8,9248,17,"21%","56 : 44",2014,5
"78","University of Pittsburgh","United States of America",48.6,29.4,45.4,84.4,39.4,56.7,26485,5.8,"10%","51 : 49",2014,37
"79","University of Bristol","United Kingdom",39.6,75,41.2,84.9,38,56.3,17906,14,"25%","53 : 47",2014,9
"80","Durham University","United Kingdom",38.3,76.8,38.3,88.2,35.3,56.1,15489,15.7,"24%","54 : 46",2014,10
"80","Emory University","United States of America",50.4,42.4,31.6,90.8,43.2,56.1,12338,4.5,"18%","56 : 44",2014,38
"80","Tufts University","United States of America",46.7,43.4,32.1,93.9,39.1,56.1,10410,10,"14%","54 : 46",2014,39
"83","Michigan State University","United States of America",50,52.6,49.1,71.5,32,55.9,44750,15.7,"15%","51 : 49",2014,40
"83","University of Amsterdam","Netherlands",38.3,58.3,54.1,75,50.2,55.9,24570,14.4,"11%","53 : 47",2014,6
"85","Ghent University","Belgium",41,49.5,48.9,74.9,94.6,55.5,32166,34.1,"9%","57 : 43",2014,2
"86","Free University of Berlin","Germany",43.8,58.7,58,64.8,34.4,55.3,33062,39.3,"20%","58 : 42",2014,4
"87","Technical University of Munich","Germany",48.2,63.1,35.2,80.7,50.1,55.2,35565,31.5,"20%","33 : 67",2014,5
"88","Case Western Reserve University","United States of America",51,35.4,38.6,82.8,NA,55,9259,6.4,"17%","48 : 52",2014,41
"88","Vanderbilt University","United States of America",46.8,28.6,38.7,86.5,51,55,12161,3.6,"10%","52 : 48",2014,42
"90","University of Notre Dame","United States of America",41.2,47.5,34.7,91.8,31.2,54.7,11829,13.8,"10%","44 : 56",2014,43
"91","Monash University","Australia",42.5,78.3,48.9,65.4,67,54.6,50882,40.5,"36%","56 : 44",2014,5
"92","McMaster University","Canada",35.3,68,42.7,79.4,86.9,54.5,23823,19.3,"15%","53 : 47",2014,4
"93","University of California, Irvine","United States of America",37.1,36.4,40.8,89.7,44.9,54.1,26614,16.1,"16%","52 : 48",2014,44
"94","Humboldt University of Berlin","Germany",45.6,54.4,48.7,68.4,NA,53.8,29987,52.5,"16%",NA,2014,6
"95","University of Rochester","United States of America",42.8,50.7,29.9,89.7,41.4,53.6,9390,4.5,"26%","49 : 51",2014,45
"96","Pierre and Marie Curie University","France",50.2,65.5,26.7,82.3,34.4,53.5,27862,8.7,"18%","48 : 52",2014,3
"97","University of Colorado Boulder","United States of America",34.2,40.5,33.3,97.3,NA,53.4,29325,16.1,"8%","45 : 55",2014,46
"98","Maastricht University","Netherlands",33.1,89.1,47.1,65.8,98.2,52.9,15626,18.9,"48%","56 : 44",2014,7
"98","University of Groningen","Netherlands",36,53,48.6,71.1,87.6,52.9,24556,25.6,"12%","52 : 48",2014,8
"100","University of Helsinki","Finland",35.5,51.3,46.5,77.8,30.7,52.6,23505,15.1,"6%","66 : 34",2014,1
"100","University of York","United Kingdom",31.7,73.6,33.2,89.4,33.3,52.6,NA,NA,NA,NA,2014,11
"102","Royal Holloway, University of London","United Kingdom",30.4,92.6,21.2,97.5,33.1,52.5,8747,15.9,"37%","57 : 43",2014,12
"103","Rutgers, the State University of New Jersey","United States of America",43.4,31.4,50.1,70.4,35.4,52.4,37032,17.3,"8%","51 : 49",2014,47
